months_as_customer,age,policy_bind_date,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,capital-gains,capital-loss,incident_date,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_year,policy_state_IN,policy_state_OH,policy_csl_250/500,policy_csl_500/1000,insured_sex_MALE,insured_education_level_College,insured_education_level_High School,insured_education_level_JD,insured_education_level_MD,insured_education_level_Masters,insured_education_level_PhD,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_hobbies_cross-fit,insured_hobbies_other,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Front Collision,collision_type_Rear Collision,collision_type_Side Collision,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,incident_state_NY,incident_state_OH,incident_state_PA,incident_state_SC,incident_state_VA,incident_state_WV,incident_city_Columbus,incident_city_Hillsdale,incident_city_Northbend,incident_city_Northbrook,incident_city_Riverwood,incident_city_Springfield,property_damage_NO,property_damage_YES,police_report_available_NO,police_report_available_YES,auto_make_Audi,auto_make_BMW,auto_make_Chevrolet,auto_make_Dodge,auto_make_Ford,auto_make_Honda,auto_make_Jeep,auto_make_Mercedes,auto_make_Nissan,auto_make_Saab,auto_make_Suburu,auto_make_Toyota,auto_make_Volkswagen,"age_bins_(25, 45]","age_bins_(45, 64]",incident_month_of_year,incident_day_of_week,weekday,fraud_reported
231,43,2010-04-22 00:00:00,2000,1331.69,0,469653,0,0,2015-02-18 00:00:00,12,1,1,2,66950,10300,10300,46350,2015,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0
261,46,2000-09-10 00:00:00,1000,870.55,0,465631,0,-49400,2015-01-27 00:00:00,19,1,0,3,80280,13380,13380,53520,2013,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
321,44,2008-04-23 00:00:00,2000,1344.56,6000000,443344,0,-39100,2015-02-12 00:00:00,7,1,1,2,4680,520,0,4160,1999,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0
0,32,2011-02-18 00:00:00,1000,1377.04,0,441363,61400,-41100,2015-01-17 00:00:00,6,4,1,1,39720,6620,6620,26480,2002,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0
304,49,2001-09-25 00:00:00,1000,1525.86,0,463184,0,0,2015-01-21 00:00:00,2,1,1,1,73370,13340,6670,53360,2013,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0
26,39,1992-01-30 00:00:00,1000,770.76,0,433155,0,-53700,2015-02-18 00:00:00,0,1,0,2,49800,9960,4980,34860,2015,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,1,0
202,38,2009-01-24 00:00:00,2000,1132.74,0,616120,0,-37500,2015-02-04 00:00:00,12,1,1,1,77440,7040,14080,56320,2005,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,1,0
289,48,1995-08-29 00:00:00,500,1173.37,8000000,461744,0,-42700,2015-01-09 00:00:00,1,1,1,0,42900,8580,0,34320,1999,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0
61,26,2011-07-31 00:00:00,2000,1188.28,6000000,475916,0,-53800,2015-02-14 00:00:00,16,2,1,0,53820,11960,5980,35880,2015,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,5,0,1
334,46,2013-01-05 00:00:00,1000,876.88,6000000,454434,0,0,2015-01-03 00:00:00,2,1,2,1,57330,12740,6370,38220,1998,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,0,0
12,24,1994-11-18 00:00:00,1000,1143.95,0,464353,51400,0,2015-02-04 00:00:00,13,3,2,1,53370,5930,5930,41510,2011,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0
86,29,2014-08-30 00:00:00,2000,1409.06,0,610302,74200,-68100,2015-01-30 00:00:00,0,1,2,2,62920,9680,14520,38720,2005,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0
126,30,1998-09-10 00:00:00,2000,916.13,0,431389,55300,-58400,2015-01-07 00:00:00,16,3,2,0,74160,6180,12360,55620,2002,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,0
209,38,2010-01-28 00:00:00,500,1191.5,0,442866,38600,-52900,2015-01-31 00:00:00,8,1,2,0,80100,8900,8900,62300,2015,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0
283,48,2003-01-04 00:00:00,1000,1474.66,0,446755,0,-46200,2015-02-17 00:00:00,9,1,2,3,6560,820,820,4920,2003,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0
194,34,2004-05-24 00:00:00,1000,1193.45,0,464743,0,0,2015-01-24 00:00:00,11,1,2,1,58800,11760,5880,41160,1997,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5,0,0
184,38,1994-09-12 00:00:00,1000,1437.53,0,437889,0,0,2015-02-02 00:00:00,6,3,0,2,53730,11940,5970,35820,2013,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1
65,27,2001-09-29 00:00:00,1000,1164.97,0,477695,43000,-42500,2015-01-17 00:00:00,17,1,1,2,42840,3570,7140,32130,2004,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0
196,41,2001-07-05 00:00:00,2000,1800.76,0,441499,0,-78600,2015-01-14 00:00:00,0,3,1,0,47800,4780,4780,38240,2009,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0
280,43,2012-07-24 00:00:00,1000,1559.34,0,448912,0,-51600,2015-02-17 00:00:00,1,1,0,2,77000,14000,7000,56000,2004,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0
5,26,2014-07-27 00:00:00,2000,1137.02,0,468872,31500,0,2015-01-25 00:00:00,22,1,1,3,88110,16020,16020,56070,2003,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,0
266,46,1990-03-14 00:00:00,500,1270.02,0,456600,0,-45800,2015-01-08 00:00:00,5,1,1,2,2160,480,240,1440,2004,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,1,0
41,26,2006-03-28 00:00:00,1000,1383.13,0,618405,46700,0,2015-02-28 00:00:00,12,1,1,1,6890,530,1060,5300,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,5,0,0
354,48,2003-04-08 00:00:00,2000,1526.11,5000000,469650,0,0,2015-01-03 00:00:00,12,1,2,3,90240,15040,15040,60160,1995,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0
342,53,2005-11-14 00:00:00,1000,1028.44,0,602304,0,0,2015-01-26 00:00:00,12,1,0,0,80960,14720,7360,58880,2000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
169,38,2005-01-07 00:00:00,1000,1555.94,0,459878,23300,0,2015-01-25 00:00:00,12,3,1,3,79080,6590,13180,59310,2012,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,6,0,0
339,49,1994-02-14 00:00:00,2000,1570.77,0,441142,98800,-65300,2015-01-18 00:00:00,13,1,0,3,6820,1240,620,4960,2009,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,6,0,0
440,55,2012-11-07 00:00:00,500,1275.62,0,602258,0,-56200,2015-01-23 00:00:00,18,3,2,1,61400,6140,6140,49120,1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,1,0
478,63,2009-06-29 00:00:00,1000,1292.3,0,479724,47600,0,2015-02-21 00:00:00,5,1,1,3,4700,940,470,3290,2007,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,5,0,1
230,44,2000-06-26 00:00:00,2000,1009.37,0,442210,45400,-39400,2015-02-17 00:00:00,19,1,0,2,74140,13480,13480,47180,2015,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0
239,41,2013-11-11 00:00:00,1000,1325.44,7000000,474898,51400,-6300,2015-02-18 00:00:00,22,1,0,2,10790,1660,830,8300,2013,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,1,0
131,29,2013-07-04 00:00:00,1000,978.27,0,479821,65700,0,2015-02-03 00:00:00,5,1,1,3,76400,15280,7640,53480,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0
313,50,2004-06-30 00:00:00,2000,1255.62,0,603882,0,0,2015-02-02 00:00:00,18,3,2,1,69000,13800,6900,48300,1995,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,1
210,38,1998-12-19 00:00:00,500,999.52,0,615229,0,0,2015-01-13 00:00:00,6,1,1,2,8640,1440,720,6480,2008,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
153,37,2005-11-10 00:00:00,500,1010.77,0,438215,52300,-55600,2015-01-16 00:00:00,5,3,0,3,42500,4250,4250,34000,1999,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,4,1,0
337,53,2000-05-04 00:00:00,500,1205.86,0,444583,0,-34600,2015-02-01 00:00:00,8,1,0,1,86400,14400,7200,64800,2001,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,0
428,53,2014-05-06 00:00:00,1000,1496.44,0,616884,0,0,2015-02-16 00:00:00,9,1,2,2,6930,630,1260,5040,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0
204,40,1991-01-27 00:00:00,500,1256.2,0,448310,0,0,2015-01-07 00:00:00,10,3,1,2,41700,8340,8340,25020,2013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,1,0
185,35,2000-03-04 00:00:00,2000,1421.59,0,442695,0,0,2015-01-31 00:00:00,8,1,2,3,4950,900,450,3600,2011,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,5,0,0
63,26,1995-10-12 00:00:00,500,1500.04,6000000,613826,0,-36500,2015-02-13 00:00:00,5,1,0,2,5160,860,860,3440,2004,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,1,0
210,35,2014-04-25 00:00:00,500,1433.24,0,476203,0,-19500,2015-02-22 00:00:00,11,3,2,1,24570,2730,2730,19110,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,6,0,1
294,49,1996-01-26 00:00:00,500,1135.43,0,442604,22700,0,2015-02-04 00:00:00,23,3,1,1,42900,3900,3900,35100,2010,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0
272,41,1991-04-08 00:00:00,2000,945.73,5000000,435663,38600,-42800,2015-02-04 00:00:00,23,1,0,0,84100,16820,8410,58870,2009,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,1,1
27,27,2002-06-29 00:00:00,2000,1118.76,0,470866,0,-55800,2015-02-26 00:00:00,23,1,1,3,61560,6840,6840,47880,2008,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,1,0
251,39,1999-04-09 00:00:00,2000,1231.98,0,612908,0,-31700,2015-01-08 00:00:00,10,1,0,0,44240,5530,5530,33180,1997,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0
180,33,2009-04-19 00:00:00,2000,1005.47,0,441871,58100,-49000,2015-02-15 00:00:00,12,4,2,3,57700,11540,5770,40390,2002,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,6,0,0
392,50,1991-08-22 00:00:00,2000,1108.97,0,431496,68400,-66800,2015-01-14 00:00:00,4,1,2,2,108030,16620,16620,74790,2002,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0
143,30,1991-11-28 00:00:00,500,1392.39,5000000,436499,0,-65700,2015-01-12 00:00:00,16,1,2,0,54300,10860,5430,38010,2010,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
371,54,2012-04-27 00:00:00,2000,1317.97,0,469853,34700,-81000,2015-01-18 00:00:00,18,3,1,2,32280,5380,5380,21520,2010,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6,0,1
292,42,2007-03-04 00:00:00,1000,1588.22,0,605369,0,-53800,2015-01-15 00:00:00,15,3,1,1,84600,16920,8460,59220,2007,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0
165,35,2012-12-31 00:00:00,500,900.02,6000000,448466,0,-49900,2015-02-24 00:00:00,8,1,1,3,69700,6970,6970,55760,2008,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0
158,33,2013-12-21 00:00:00,1000,1744.64,3000000,432786,0,0,2015-02-07 00:00:00,4,3,0,1,36400,3640,7280,25480,1998,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,0
103,33,1994-09-17 00:00:00,2000,1021.14,0,618418,69500,-47700,2015-01-19 00:00:00,1,3,2,3,79090,14380,14380,50330,2014,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
102,32,2014-09-02 00:00:00,500,1537.07,3000000,457733,0,0,2015-02-04 00:00:00,11,1,1,0,47400,9480,4740,33180,2004,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1
182,40,2011-12-12 00:00:00,1000,1022.42,0,466161,50000,-56900,2015-02-17 00:00:00,13,1,0,2,71100,7110,14220,49770,2008,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0
282,46,1991-08-17 00:00:00,2000,1558.86,0,450800,51100,-75100,2015-02-17 00:00:00,2,1,2,2,69400,13880,6940,48580,2012,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0
